"videogamesLabel","aspectRatio","frequentlyUpdated","gameArtistLabel","gameEngineLabel","latestPreviewDate","latestPreviewVersion","latestReleaseDate","latestReleaseVersion","operatingSystemLabel","programmingLanguageLabel","resolution"
"Disgaea D2: A Brighter Darkness",,,"Disgaea D2: A Brighter Darkness",,,,,,,,
"Etrian Odyssey IV: Legends of the Titan",,,"Etrian Odyssey IV: Legends of the Titan",,,,,,,,
"Etrian Odyssey Untold: The Millennium Girl",,,"Etrian Odyssey Untold: The Millennium Girl",,,,,,,,
"Exstetra",,,"Exstetra",,,,,,,,
"Fairy Fencer F",,,"Fairy Fencer F",,,,,,,,
"Growlanser Wayfarer of Time",,,"Growlanser Wayfarer of Time",,,,,,,,
"Hyperdimension Neptunia Victory",,,"Hyperdimension Neptunia Victory",,,,,,,,
"Liberation Maiden",,,"Liberation Maiden",,,,,,,,
"Macross 30: Voices across the Galaxy",,,"Macross 30: Voices across the Galaxy",,,,,,,,
"GameStick",,,,,,,,,"GameStick",,
"Cycloramic",,,,,,,2013-06-22,"3.0",,,
"Edraw Max",,,,,,,,"7",,,
"Age of Wonders III",,,,,,,,,,,
"AirMech",,,,,,,,,,,
"Akai Katana",,,,,,,,,,,
"Akaneiro: Demon Hunters",,,,,,,,,,,
"Aksharit",,,,,,,,,,,
"Al Mahdi Aluminum Complex",,,,,,,,,,,
"Amnesia Fortnight 2012",,,,,,,,,,,
"Android: Netrunner",,,,,,,,,,,
"Angry Birds Go!",,,,,,,,,,,
"Angry Birds Trilogy",,,,,,,,,,,
"Anna (video game)",,,,,,,,,,,
"Apron of Magic",,,,,,,,,,,
"Aquapazza: Aquaplus Dream Match",,,,,,,,,,,
"Armed Forces Classic",,,,,,,,,,,
"Armored Core: Verdict Day",,,,,,,,,,,
"Army Corps of Hell",,,,,,,,,,,
"Art Academy: Lessons for Everyone!",,,,,,,,,,,
"Ashen Empires",,,,,,,,,,,
"Ashes Cricket 2013",,,,,,,,,,,
"Atelier Escha & Logy: Alchemists of the Dusk Sky",,,,,,,,,,,
"Atmosfear: Khufu the Mummy",,,,,,,,,,,
"Auto Club Revolution",,,,,,,,,,,
"Avalon: The Legend Lives",,,,,,,,,,,
"Awesomenauts",,,,,,,,,,,
"Axiom Verge",,,,,,,,,,,
"Babel Rising",,,,,,,,,,,
"Bang Bang Racing",,,,,,,,,,,
"BattleTech Collectible Card Game",,,,,,,,,,,
"Battle for Graxia",,,,,,,,,,,
"Battleloot Adventure",,,,,,,,,,,
"Bayonetta 2",,,,,,,,,,,
"Beatmania IIDX 20: Tricoro",,,,,,,,,,,
"Beatmania IIDX 21: Spada",,,,,,,,,,,
"Big Top Ballet",,,,,,,,,,,
"Black Rock Shooter: The Game",,,,,,,,,,,
"BlazBlue: Chrono Phantasma",,,,,,,,,,,
"BlazBlue: Clone Phantasma",,,,,,,,,,,
"Boku no Natsuyasumi 4",,,,,,,,,,,
"Brain Age: Concentration Training",,,,,,,,,,,
"BreakThru!",,,,,,,,,,,
"Breath of Fire 6",,,,,,,,,,,
"BrowserQuest",,,,,,,,,,,
"Bubble Safari",,,,,,,,,,,
"Bubble Shooter",,,,,,,,,,,
"Bullet Run",,,,,,,,,,,
"Call of Cthulhu: The Wasted Land",,,,,,,,,,,
"Call of Duty: Modern Warfare: Mobilized",,,,,,,,,,,
"Camelot Unchained",,,,,,,,,,,
"Canabalt",,,,,,,,,,,
"Candy Box",,,,,,,,,,,
"Canyon Shooter 2",,,,,,,,,,,
"Capsized (video game)",,,,,,,,,,,
"Carmageddon: Reincarnation",,,,,,,,,,,
"Carnivores: Dinosaur Hunter",,,,,,,,,,,
"Castlevania: Lords of Shadow 2",,,,,,,,,,,
"Castlevania: Lords of Shadow – Mirror of Fate",,,,,,,,,,,
"Chaos Code",,,,,,,,,,,
"Chaos Field",,,,,,,,,,,
"Chōsoku Henkei Gyrozetter",,,,,,,,,,,
"Ciel Nosurge",,,,,,,,,,,
"CityVille 2",,,,,,,,,,,
"Civilization V: Gods & Kings",,,,,,,,,,,
"Clay Jam",,,,,,,,,,,
"Cleopatra no Mahō",,,,,,,,,,,
"Cloudberry Kingdom",,,,,,,,,,,
"Code 18",,,,,,,,,,,
"Code of Princess",,,,,,,,,,,
"Cogniance",,,,,,,,,,,
"College Football Playoff National Championship",,,,,,,,,,,
"Colors! 3D",,,,,,,,,,,
"Comedy World Cup",,,,,,,,,,,
"Command Ops: Battles from the Bulge",,,,,,,,,,,
"CraftWorld",,,,,,,,,,,
"Crashmo",,,,,,,,,,,
"Crazy Cars: Hit the Road",,,,,,,,,,,
"D-Pad Hero",,,,,,,,,,,
"DJMax Ray",,,,,,,,,,,
"DJMax Technika Tune",,,,,,,,,,,
"Dance Central 3",,,,,,,,,,,
"Dance Dance Revolution (2013 video game)",,,,,,,,,,,
"Danganronpa: Trigger Happy Havoc",,,,,,,,,,,
"Danganronpa 2: Goodbye Despair",,,,,,,,,,,
"Darkfall Unholy Wars",,,,,,,,,,,
"David L. Hoyt",,,,,,,,,,,
"Dawngate",,,,,,,,,,,
"Dead Rising 3",,,,,,,,,,,
"Dead Space 3",,,,,,,,,,,
"Dead or Alive 5 Plus",,,,,,,,,,,
"Dead or Alive 5 Ultimate",,,,,,,,,,,
"Defenders of Ardania",,,,,,,,,,,
"Demon Gaze",,,,,,,,,,,
"Destiny of Spirits",,,,,,,,,,,
"Diamond Trust of London",,,,,,,,,,,
"Digimon Adventure (video game)",,,,,,,,,,,
"Discworld: Ankh-Morpork",,,,,,,,,,,
"District 187: Sin Streets",,,,,,,,,,,
"DoDonPachi SaiDaiOuJou",,,,,,,,,,,
"Dokuro (video game)",,,,,,,,,,,
"Don't Starve",,,,,,,,,,,
"Donkey Kong Country: Tropical Freeze",,,,,,,,,,,
"Double Dragon Neon",,,,,,,,,,,
"Dracu-riot!",,,,,,,,,,,
"Dragon Ball Z: Battle of Z",,,,,,,,,,,
"DrawRace 2",,,,,,,,,,,
"Dumb Ways to Die",,,,,,,,,,,
"Dungeons & Dragons: Chronicles of Mystara",,,,,,,,,,,
"Dynasty Warriors 8",,,,,,,,,,,
"Dynasty Warriors Next",,,,,,,,,,,
"EA Sports Active NFL Training Camp",,,,,,,,,,,
"East vs. West – A Hearts of Iron Game",,,,,,,,,,,
"Edge of Twilight (video game)",,,,,,,,,,,
"El Matador (video game)",,,,,,,,,,,
"Elemental: Fallen Enchantress",,,,,,,,,,,
"Encyclopedia Fuckme and the Case of the Vanishing Entree",,,,,,,,,,,
"Endgame: Syria",,,,,,,,,,,
"England Roller Hockey",,,,,,,,,,,
"Eyewire",,,,,,,,,,,
"FIFA 13",,,,,,,,,,,
"Fable Heroes",,,,,,,,,,,
"Family Guy: Back to the Multiverse",,,,,,,,,,,
"FanDuel",,,,,,,,,,,
"Fast Beat Loop Racer",,,,,,,,,,,
"Fieldrunners 2",,,,,,,,,,,
"Fightin' Words",,,,,,,,,,,
"Final Fantasy All the Bravest",,,,,,,,,,,
"Finder Love",,,,,,,,,,,
"Fishing Resort",,,,,,,,,,,
"Fist of Awesome",,,,,,,,,,,
"Fist of the North Star: Ken's Rage 2",,,,,,,,,,,
"Flipnote Studio 3D",,,,,,,,,,,
"Fluid Football",,,,,,,,,,,
"Fluidity: Spin Cycle",,,,,,,,,,,
"Football Manager 2013",,,,,,,,,,,
"Forsaken World: War of Shadows",,,,,,,,,,,
"Forza Horizon",,,,,,,,,,,
"Forza Motorsport 5",,,,,,,,,,,
"Frame Gride",,,,,,,,,,,
"Freedom Wars",,,,,,,,,,,
"Fruit Ninja: Puss in Boots",,,,,,,,,,,
"Fu-un Bakumatsu-den",,,,,,,,,,,
"Gabriel Cousens",,,,,,,,,,,
"Galak-Z: The Dimensional",,,,,,,,,,,
"Galleri K",,,,,,,,,,,
"Game of Thrones Ascent",,,,,,,,,,,
"Gamers (US retailer)",,,,,,,,,,,
"Gemini Wars",,,,,,,,,,,
"GeoGuessr",,,,,,,,,,,
"GetAmped",,,,,,,,,,,
"GlowTag",,,,,,,,,,,
"God Eater 2",,,,,,,,,,,
"Gran Turismo 6",,,,,,,,,,,
"Great Big War Game",,,,,,,,,,,
"Gua-Le-Ni; or, The Horrendous Parade",,,,,,,,,,,
"Guacamelee!",,,,,,,,,,,
"Guardian Cross",,,,,,,,,,,
"Guitar Praise: Stryper",,,,,,,,,,,
"HarmoKnight",,,,,,,,,,,
"Hatsune Miku: Project DIVA (video game)",,,,,,,,,,,
"Hatsune Miku: Project DIVA 2nd",,,,,,,,,,,
"Hatsune Miku: Project DIVA Arcade",,,,,,,,,,,
"Hatsune Miku: Project DIVA Extend",,,,,,,,,,,
"Hatsune Miku: Project DIVA F",,,,,,,,,,,
"Hatsune Miku: Project DIVA F 2nd",,,,,,,,,,,
"Hatsune Miku and Future Stars: Project Mirai",,,,,,,,,,,
"Hero Academy",,,,,,,,,,,
"Heroes of the Realm",,,,,,,,,,,
"Hometown Story",,,,,,,,,,,
"Hopeless Masquerade",,,,,,,,,,,
"Hugo Troll Race",,,,,,,,,,,
"Hysteria Project 2",,,,,,,,,,,
"Ibb and Obb",,,,,,,,,,,
"Impire",,,,,,,,,,,
"Incredipede",,,,,,,,,,,
"Infestation: Survivor Stories",,,,,,,,,,,
"Infinite Crisis (video game)",,,,,,,,,,,
"Iron Sky: Invasion",,,,,,,,,,,
"Itazura Gokuaku",,,,,,,,,,,
"J-Stars Victory VS",,,,,,,,,,,
"Jewelpet: The Glittering Magical Jewel Box",,,,,,,,,,,
"Jimmie Johnson's Anything with an Engine",,,,,,,,,,,
"JoJo's Bizarre Adventure: All Star Battle",,,,,,,,,,,
"Just Dance: Best Of",,,,,,,,,,,
"Kamen Rider: Battride War",,,,,,,,,,,
"Keen Software House",,,,,,,,,,,
"Kentucky Route Zero",,,,,,,,,,,
"Kersploosh!",,,,,,,,,,,
"Ketzal's Corridors",,,,,,,,,,,
"Killer Instinct (2013 video game)",,,,,,,,,,,
"Killzone Shadow Fall",,,,,,,,,,,
"Kinect Party",,,,,,,,,,,
"Kinect Rush: A Disney-Pixar Adventure",,,,,,,,,,,
"Kingdom Conquest",,,,,,,,,,,
"Kingdom Hearts HD 1.5 Remix",,,,,,,,,,,
"Kingdom Rush",,,,,,,,,,,
"Knytt Underground",,,,,,,,,,,
"Kokuga",,,,,,,,,,,
"Kolejka (game)",,,,,,,,,,,
"Krater (video game)",,,,,,,,,,,
"Kyūkōsha no Shōjo",,,,,,,,,,,
"Land Air Sea Warfare",,,,,,,,,,,
"Langrisser Schwarz",,,,,,,,,,,
"Legasista",,,,,,,,,,,
"Legend of Grimrock",,,,,,,,,,,
"Lego City Undercover: The Chase Begins",,,,,,,,,,,
"Leisure Suit Larry: Reloaded",,,,,,,,,,,
"Let's Fish! Hooked On",,,,,,,,,,,
"Leviathan The Last Defense",,,,,,,,,,,
"Life Weaver",,,,,,,,,,,
"Lightning Warrior Raidy",,,,,,,,,,,
"Little Inferno",,,,,,,,,,,
"Lola Panda",,,,,,,,,,,
"Lone Survivor (video game)",,,,,,,,,,,
"Lords of Football",,,,,,,,,,,
"Lords of the Fallen",,,,,,,,,,,
"Lucius (video game)",,,,,,,,,,,
"Luminous Arc 3",,,,,,,,,,,
"MLB 13: The Show",,,,,,,,,,,
"Magic: The Gathering – Duels of the Planeswalkers 2013",,,,,,,,,,,
"March of the Eagles",,,,,,,,,,,
"The Witch and the Hundred Knight",,,"The Witch and the Hundred Knight","The Witch and the Hundred Knight",,,,,,,
"Max: The Curse of Brotherhood",,,,"Max: The Curse of Brotherhood",,,,,,,
"Medal of Honor: Warfighter",,,,"Medal of Honor: Warfighter",,,,,,,
"Metal Dead",,,,"Metal Dead",,,,,,,
"MiniMonos",,,,"MiniMonos",,,,,,,
"Murdered: Soul Suspect",,,,"Murdered: Soul Suspect",,,,,,,
"My Girlfriend Is the President",,,,"My Girlfriend Is the President",,,,,,,
"National Geographic Animal Jam",,,,"National Geographic Animal Jam",,,,,,,
"Ni no Kuni: Wrath of the White Witch",,,,"Ni no Kuni: Wrath of the White Witch",,,,,,,
"No More Room in Hell",,,,"No More Room in Hell",,,,,,,
"Octodad: Dadliest Catch",,,,"Octodad: Dadliest Catch",,,,,,,
"Oddworld: New 'n' Tasty!",,,,"Oddworld: New 'n' Tasty!",,,,,,,
"Oniken",,,,"Oniken",,,,,,,
"Orcs Must Die! 2",,,,"Orcs Must Die! 2",,,,,,,
"Outlast",,,,"Outlast",,,,,,,
"Payday 2",,,,"Payday 2",,,,,,,
"Peggle 2",,,,"Peggle 2",,,,,,,
"Pillars of Eternity",,,,"Pillars of Eternity",,,,,,,
"Poker Night 2",,,,"Poker Night 2",,,,,,,
"Primal Carnage: Genesis",,,,"Primal Carnage: Genesis",,,,,,,
"Pro Evolution Soccer 2014",,,,"Pro Evolution Soccer 2014",,,,,,,
"Quadrilateral Cowboy",,,,"Quadrilateral Cowboy",,,,,,,
"Rayman Legends",,,,"Rayman Legends",,,,,,,
"Rocksmith 2014",,,,"Rocksmith 2014",,,,,,,
"Runner2: Future Legend of Rhythm Alien",,,,"Runner2: Future Legend of Rhythm Alien",,,,,,,
"Satellite Reign",,,,"Satellite Reign",,,,,,,
"ScrumbleShip",,,,"ScrumbleShip",,,,,,,
"Secret Ponchos",,,,"Secret Ponchos",,,,,,,
"Shadowgun",,,,"Shadowgun",,,,,,,
"Sherlock Holmes: Crimes & Punishments",,,,"Sherlock Holmes: Crimes & Punishments",,,,,,,
"Sins of a Dark Age",,,,"Sins of a Dark Age",,,,,,,
"Sintel The Game",,,,"Sintel The Game",,,,,,,
"Sir, You Are Being Hunted",,,,"Sir, You Are Being Hunted",,,,,,,
"Soul Saga: Episode 1",,,,"Soul Saga: Episode 1",,,,,,,
"Space Hulk (2013 video game)",,,,"Space Hulk (2013 video game)",,,,,,,
"State of Decay (video game)",,,,"State of Decay (video game)",,,,,,,
"Stealth Bastard",,,,"Stealth Bastard",,,,,,,
"Steam Bandits: Outpost",,,,"Steam Bandits: Outpost",,,,,,,
"Strength of the Sword 3",,,,"Strength of the Sword 3",,,,,,,
"Stronghold Crusader II",,,,"Stronghold Crusader II",,,,,,,
"Stunt GP",,,,"Stunt GP",,,,,,,
"Super Crate Box",,,,"Super Crate Box",,,,,,,
"Surgeon Simulator 2013",,,,"Surgeon Simulator 2013",,,,,,,
"Take On Mars",,,,"Take On Mars",,,,,,,
"The Dark Mod",,,,"The Dark Mod",,,,,,,
"The Elder Scrolls V: Skyrim – Dawnguard",,,,"The Elder Scrolls V: Skyrim – Dawnguard",,,,,,,
"The Elder Scrolls V: Skyrim – Dragonborn",,,,"The Elder Scrolls V: Skyrim – Dragonborn",,,,,,,
"The Elder Scrolls V: Skyrim – Hearthfire",,,,"The Elder Scrolls V: Skyrim – Hearthfire",,,,,,,
"The Evil Within",,,,"The Evil Within",,,,,,,
"The Flower Shop",,,,"The Flower Shop",,,,,,,
"The Royal Trap",,,,"The Royal Trap",,,,,,,
"The Unfinished Swan",,,,"The Unfinished Swan",,,,,,,
"This Is Where I Want To Die",,,,"This Is Where I Want To Die",,,,,,,
"Thomas Was Alone",,,,"Thomas Was Alone",,,,,,,
"Unmechanical",,,,"Unmechanical",,,,,,,
"Until Dawn",,,,"Until Dawn",,,,,,,
"Vera Blanc",,,,"Vera Blanc",,,,,,,
"War Thunder",,,,"War Thunder",,,,,,,
"War for the Overworld",,,,"War for the Overworld",,,,,,,
"War of the Vikings",,,,"War of the Vikings",,,,,,,
"Warframe",,,,"Warframe",,,,,,,
"Warhammer 40,000: Eternal Crusade",,,,"Warhammer 40,000: Eternal Crusade",,,,,,,
"Warhammer Online: Wrath of Heroes",,,,"Warhammer Online: Wrath of Heroes",,,,,,,
"Yaiba: Ninja Gaiden Z",,,,"Yaiba: Ninja Gaiden Z",,,,,,,
"Mercenary Kings",,,"Mercenary Kings",,,,,,,,
"Mobile Suit Gundam AGE (video game)",,,"Mobile Suit Gundam AGE (video game)",,,,,,,,
"Sol Trigger",,,"Sol Trigger",,,,,,,,
"Summon Night 5",,,"Summon Night 5",,,,,,,,
"Super Robot Wars UX",,,"Super Robot Wars UX",,,,,,,,
"Tales of Xillia",,,"Tales of Xillia",,,,,,,,
"Tales of Xillia 2",,,"Tales of Xillia 2",,,,,,,,
"Uncharted 4: A Thief's End",,,"Uncharted 4: A Thief's End",,,,,,,,
"Partclone",,,,,,,,"0.2.89","Partclone",,
"SolveSpace",,,,,,,,"2.1","SolveSpace",,
"Mario & Sonic at the Sochi 2014 Olympic Winter Games",,,,,,,,,,,
"Mario Golf: World Tour",,,,,,,,,,,
"Mario Kart 8",,,,,,,,,,,
"Mario Party: Island Tour",,,,,,,,,,,
"Mario Party 10",,,,,,,,,,,
"Mario and Donkey Kong: Minis on the Move",,,,,,,,,,,
"Mars: War Logs",,,,,,,,,,,
"Marvel Avengers: Battle for Earth",,,,,,,,,,,
"Marvel vs. Capcom Origins",,,,,,,,,,,
"Massive Chalice",,,,,,,,,,,
"McDroid",,,,,,,,,,,
"McPixel",,,,,,,,,,,
"MechWarrior Tactics",,,,,,,,,,,
"Medieval Mayor",,,,,,,,,,,
"Miasmata",,,,,,,,,,,
"Mighty Switch Force! 2",,,,,,,,,,,
"Miku Flick",,,,,,,,,,,
"Miku Flick/02",,,,,,,,,,,
"Mind Zero",,,,,,,,,,,
"Modern Combat: Domination",,,,,,,,,,,
"Mole's World",,,,,,,,,,,
"Mole Baby",,,,,,,,,,,
"Mole Kart",,,,,,,,,,,
"Monster Hunter Hunting Card",,,,,,,,,,,
"Monster Monpiece",,,,,,,,,,,
"Monster Trucks Nitro",,,,,,,,,,,
"Moonga (video game)",,,,,,,,,,,
"Mortal Kombat Arcade Kollection",,,,,,,,,,,
"Morton's List",,,,,,,,,,,
"MotoHeroz",,,,,,,,,,,
"Munzee",,,,,,,,,,,
"Murder, She Wrote (video game)",,,,,,,,,,,
"Music of Final Fantasy XIII-2",,,,,,,,,,,
"Mutant Mudds",,,,,,,,,,,
"Mystery Case Files: Shadow Lake",,,,,,,,,,,
"NASCAR The Game: Inside Line",,,,,,,,,,,
"NBA 2K13",,,,,,,,,,,
"NBA Baller Beats",,,,,,,,,,,
"NHL 14",,,,,,,,,,,
"NarcoGuerra",,,,,,,,,,,
"National Bowl Game",,,,,,,,,,,
"Navid Khonsari",,,,,,,,,,,
"Nayuta no Kiseki",,,,,,,,,,,
"Neo Geo X",,,,,,,,,,,
"New Super Luigi U",,,,,,,,,,,
"New in Town (video game)",,,,,,,,,,,
"Nihilumbra",,,,,,,,,,,
"Ninja Gaiden 3: Razor's Edge",,,,,,,,,,,
"Nintendo Land",,,,,,,,,,,
"Norn9",,,,,,,,,,,
"Nuclear Union",,,,,,,,,,,
"Numenera",,,,,,,,,,,
"One Piece: Pirate Warriors 2",,,,,,,,,,,
"One Piece: Romance Dawn",,,,,,,,,,,
"Organ Trail",,,,,,,,,,,
"Orgarhythm",,,,,,,,,,,
"Phone Story",,,,,,,,,,,
"Photo Kano",,,,,,,,,,,
"Pirates of Black Cove",,,,,,,,,,,
"Planetary Annihilation",,,,,,,,,,,
"Pocket Planes",,,,,,,,,,,
"Poietic Generator",,,,,,,,,,,
"Pokémon Black 2 and White 2",,,,,,,,,,,
"Powerstar Golf",,,,,,,,,,,
"Pretty Pretty Princess",,,,,,,,,,,
"Prime World",,,,,,,,,,,
"Prinny 2",,,,,,,,,,,
"Pro Evolution Soccer 2013",,,,,,,,,,,
"Professor Layton and the Azran Legacy",,,,,,,,,,,
"Project X Zone",,,,,,,,,,,
"Project Zero 2: Wii Edition",,,,,,,,,,,
"Protect Me Knight",,,,,,,,,,,
"Puppeteer (video game)",,,,,,,,,,,
"Puzzle & Dragons",,,,,,,,,,,
"QuickDraw (video game)",,,,,,,,,,,
"Rage of Bahamut",,,,,,,,,,,
"Ragnarok Odyssey",,,,,,,,,,,
"Ragnarok Tactics",,,,,,,,,,,
"Rainbow Moon",,,,,,,,,,,
"Ratchet & Clank: Full Frontal Assault",,,,,,,,,,,
"Raven's Cry (video game)",,,,,,,,,,,
"Ravenmark: Scourge of Estellion",,,,,,,,,,,
"Reese's College All-Star Game",,,,,,,,,,,
"Rift Hunter",,,,,,,,,,,
"Rival Ball",,,,,,,,,,,
"Rocketbirds: Hardboiled Chicken",,,,,,,,,,,
"Rogue Legacy",,,,,,,,,,,
"Rugby Challenge 2",,,,,,,,,,,
"Rune Legend",,,,,,,,,,,
"Rymdkapsel",,,,,,,,,,,
"SAE Manmouth",,,,,,,,,,,
"SD Gundam G Generation Overworld",,,,,,,,,,,
"Sacrilegium (video game)",,,,,,,,,,,
"Saints Row IV",,,,,,,,,,,
"Samorost 3",,,,,,,,,,,
"Samurai Taisen",,,,,,,,,,,
"Scarygirl",,,,,,,,,,,
"Senran Kagura Burst",,,,,,,,,,,
"Serpent's Tongue",,,,,,,,,,,
"Shank 2",,,,,,,,,,,
"Shantae and the Pirate's Curse",,,,,,,,,,,
"Shining Ark",,,,,,,,,,,
"Shovel Knight",,,,,,,,,,,
"Sine Mora",,,,,,,,,,,
"Sing Party",,,,,,,,,,,
"Snoopy DS: Let's Go Meet Snoopy and His Friends!",,,,,,,,,,,
"Snops Attack! Zombie Defense",,,,,,,,,,,
"Snow Sakura",,,,,,,,,,,
"Snowden Run 3D",,,,,,,,,,,
"Soda Drinker Pro",,,,,,,,,,,
"Sonic the Hedgehog 4: Episode II",,,,,,,,,,,
"Sorcery Saga: Curse of the Great Curry God",,,,,,,,,,,
"Soul Sacrifice (video game)",,,,,,,,,,,
"Spartacus Legends",,,,,,,,,,,
"Sports Champions 2",,,,,,,,,,,
"SpyParty",,,,,,,,,,,
"Spy Mouse",,,,,,,,,,,
"StarDunk",,,,,,,,,,,
"Star Sonata",,,,,,,,,,,
"Starbound",,,,,,,,,,,
"Stonekeep: Bones of the Ancestors",,,,,,,,,,,
"Street Fighter X Mega Man",,,,,,,,,,,
"Strife (2015 video game)",,,,,,,,,,,
"Style Savvy: Trendsetters",,,,,,,,,,,
"Subconscious Password",,,,,,,,,,,
"Sukeban Shachou Rena",,,,,,,,,,,
"Sunset Overdrive",,,,,,,,,,,
"Super Heroine Chronicle",,,,,,,,,,,
"Super Mario 3D World",,,,,,,,,,,
"Super Mega Worm",,,,,,,,,,,
"Super Time Force",,,,,,,,,,,
"Superbrothers",,,,,,,,,,,
"Supremacy 1914",,,,,,,,,,,
"Supreme Ruler 1936",,,,,,,,,,,
"Survarium",,,,,,,,,,,
"TNA Wrestling (video game)",,,,,,,,,,,
"TNT Racers",,,,,,,,,,,
"Tales of the Heroes: Twin Brave",,,,,,,,,,,
"Tales of the World: Dice Adventure",,,,,,,,,,,
"Tales of the World: Tactics Union",,,,,,,,,,,
"Tanken Driland",,,,,,,,,,,
"Tekken Revolution",,,,,,,,,,,
"Terror of the Stratus",,,,,,,,,,,
"Tetris (Electronic Arts)",,,,,,,,,,,
"The Adventures of Sinbad (film)",,,,,,,,,,,
"The Banner Saga",,,,,,,,,,,
"The Dark Eye: Chains of Satinav",,,,,,,,,,,
"The Denpa Men: They Came By Wave",,,,,,,,,,,
"The Guided Fate Paradox",,,,,,,,,,,
"The Idolmaster",,,,,,,,,,,
"The Idolmaster Dearly Stars",,,,,,,,,,,
"The Idolmaster Shiny Festa",,,,,,,,,,,
"The Legend of Heroes: Trails of Cold Steel",,,,,,,,,,,
"The Legend of Zelda: A Link Between Worlds",,,,,,,,,,,
"The Legend of Zelda: The Wind Waker HD",,,,,,,,,,,
"The Lego Movie Videogame",,,,,,,,,,,
"The Mighty Quest for Epic Loot",,,,,,,,,,,
"The Penguins of Madagascar (video game)",,,,,,,,,,,
"The Political Machine 2012",,,,,,,,,,,
"The Polynomial: Space of the Music",,,,,,,,,,,
"The Red Solstice",,,,,,,,,,,
"The Sea Will Claim Everything",,,,,,,,,,,
"The Settlers Online",,,,,,,,,,,
"The Sims 3: Into the Future",,,,,,,,,,,
"The Sims 3: Island Paradise",,,,,,,,,,,
"The Sims 3: Supernatural",,,,,,,,,,,
"The Sims 3: University Life",,,,,,,,,,,
"The Sims FreePlay",,,,,,,,,,,
"The SpongeBob Movie: Sponge Out of Water",,,,,,,,,,,
"The Wonderful 101",,,,,,,,,,,
"Theme Park Studio",,,,,,,,,,,
"Tiger Woods PGA Tour 14",,,,,,,,,,,
"Tiny Thief",,,,,,,,,,,
"Titans Mobile",,,,,,,,,,,
"Tokimeki Memorial Girl's Side: 3rd Story",,,,,,,,,,,
"Tokyo Mirage Sessions ♯FE",,,,,,,,,,,
"Tom Clancy's The Division",,,,,,,,,,,
"Tomena Sanner",,,,,,,,,,,
"Top Cat: The Movie",,,,,,,,,,,
"Total War: Arena",,,,,,,,,,,
"Total Worker Health",,,,,,,,,,,
"Transformers: Prime – The Game",,,,,,,,,,,
"Turma do Chico Bento (video game)",,,,,,,,,,,
"TurtleStrike",,,,,,,,,,,
"Ultima Forever: Quest for the Avatar",,,,,,,,,,,
"Ultimate Ascent",,,,,,,,,,,
"Ultimate Knight Windom XP",,,,,,,,,,,
"Unchained Blades",,,,,,,,,,,
"Undercover: Operation Wintersun",,,,,,,,,,,
"Unepic",,,,,,,,,,,
"Valhalla Knights 3",,,,,,,,,,,
"WRC 3: FIA World Rally Championship",,,,,,,,,,,
"WWE '13",,,,,,,,,,,
"WWE 2K14",,,,,,,,,,,
"WWE 2K15",,,,,,,,,,,
"Waking Mars",,,,,,,,,,,
"Wargame: AirLand Battle",,,,,,,,,,,
"Where Is My Heart?",,,,,,,,,,,
"Wicked Monsters Blast!",,,,,,,,,,,
"Wii Fit U",,,,,,,,,,,
"Wii Party U",,,,,,,,,,,
"Winnie the Pooh's Home Run Derby",,,,,,,,,,,
"Winning Eleven Online",,,,,,,,,,,
"Wizardry Online",,,,,,,,,,,
"Wizorb",,,,,,,,,,,
"Wonderbook",,,,,,,,,,,
"WordZap",,,,,,,,,,,
"World Series of Poker Asia Pacific",,,,,,,,,,,
"Worms Clan Wars",,,,,,,,,,,
"Worms Revolution",,,,,,,,,,,
"Yakuza 5",,,,,,,,,,,
"Yoshi's New Island",,,,,,,,,,,
"You Don't Know Jack (Facebook game)",,,,,,,,,,,
"Ys: Memories of Celceta",,,,,,,,,,,
"Zack Zero",,,,,,,,,,,
"Zaz (video game)",,,,,,,,,,,
"Zoo Tycoon (2013 video game)",,,,,,,,,,,
"Zoobles! Spring to Life!",,,,,,,,,,,
"Skiing (Atari 2600)",,,,,,,,,,,
"Skiing (Intellivision video game)",,,,,,,,,,,
"Stair nosing",,,,,,,,,,,
"The Sims 2: Apartment Life",,,,,,,,,,,
"2015 Armed Forces Bowl (December)",,,,,,,,,,,
"2015 Armed Forces Bowl (January)",,,,,,,,,,,
"2015 Birmingham Bowl (December)",,,,,,,,,,,
"2015 Birmingham Bowl (January)",,,,,,,,,,,
"2015 Cotton Bowl Classic (January)",,,,,,,,,,,
"Azada (video game)",,,,"Azada (video game)",,,,,,,
"Brawl in the Family (webcomic)",,,,"Brawl in the Family (webcomic)",,,,,,,
"Codename: ICEMAN",,,,"Codename: ICEMAN",,,,,,,
"Her Story (video game)",,,,"Her Story (video game)",,,,,,,
"Iconoclasts (video game)",,,,"Iconoclasts (video game)",,,,,,,
"Kholat (video game)",,,,"Kholat (video game)",,,,,,,
"Road to India (video game)",,,,"Road to India (video game)",,,,,,,
"Teenage Mutant Ninja Turtles: Out of the Shadows (video game)",,,,"Teenage Mutant Ninja Turtles: Out of the Shadows (video game)",,,,,,,
"Snatcher (video game)",,,"Snatcher (video game)",,,,,,,,
"2015 GoDaddy Bowl (December)",,,,,,,,,,,
"2015 GoDaddy Bowl (January)",,,,,,,,,,,
"Best of the Best: Championship Karate",,,,,,,,,,,
"Bestia (game)",,,,,,,,,,,
